2024-08-13 16:14:27.261   600-836   androidtc               system_server                        D  Initializing SystemTextClassifier, type = System
2024-08-13 16:14:27.410   861-897   WindowManagerShell      com.android.systemui                 V  Transition requested (#30): android.os.BinderProxy@1175de0 TransitionRequestInfo { type = OPEN, triggerTask = TaskInfo{userId=0 taskId=13 displayId=0 isRunning=true baseIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.example.testapp/.MainActivity } baseActivity=ComponentInfo{com.example.testapp/com.example.testapp.MainActivity} topActivity=ComponentInfo{com.example.testapp/com.example.testapp.MainActivity} origActivity=null realActivity=ComponentInfo{com.example.testapp/com.example.testapp.MainActivity} numActivities=1 lastActiveTime=646275 supportsMultiWindow=true resizeMode=1 isResizeable=true minWidth=-1 minHeight=-1 defaultMinSize=220 token=WCT{android.window.IWindowContainerToken$Stub$Proxy@cd6899} topActivityType=1 pictureInPictureParams=null shouldDockBigOverlays=false launchIntoPipHostTaskId=-1 lastParentTaskIdBeforePip=-1 displayCutoutSafeInsets=null topActivityInfo=ActivityInfo{caa575e com.example.testapp.MainActivity} launchCookies=[android.os.BinderProxy@bda073f] positionInParent=Point(0, 0) parentTaskId=-1 isFocused=false isVisible=false isVisibleRequested=false isSleeping=false locusId=null displayAreaFeatureId=1 isTopActivityTransparent=false appCompatTaskInfo=AppCompatTaskInfo { topActivityInSizeCompat=false topActivityEligibleForLetterboxEducation= falseisLetterboxEducationEnabled= true isLetterboxDoubleTapEnabled= false topActivityEligibleForUserAspectRatioButton= false topActivityBoundsLetterboxed= false isFromLetterboxDoubleTap= false topActivityLetterboxVerticalPosition= -1 topActivityLetterboxHorizontalPosition= -1 topActivityLetterboxWidth=1080 topActivityLetterboxHeight=2400 isUserFullscreenOverrideEnabled=false isSystemFullscreenOverrideEnabled=false cameraCompatTaskInfo=CameraCompatTaskInfo { cameraCompatControlState=hidden freeformCameraCompatMode=inactive}}}, pipTask = null, remoteTransition = RemoteTransition { remoteTransition = android.window.IRemoteTransition$Stub$Proxy@3c4780c, appThread = android.app.IApplicationThread$Stub$Proxy@c82f555, debugName = QuickstepLaunch }, displayChange = null, flags = 0, debugId = 30 }
2024-08-13 16:14:27.410   861-897   WindowManagerShell      com.android.systemui                 V  RemoteTransition directly requested for (#30) android.os.BinderProxy@1175de0: RemoteTransition { remoteTransition = android.window.IRemoteTransition$Stub$Proxy@3c4780c, appThread = android.app.IApplicationThread$Stub$Proxy@c82f555, debugName = QuickstepLaunch }
2024-08-13 16:14:27.410  1194-1236  QuickstepModelDelegate  com...le.android.apps.nexuslauncher  D  notifyAppTargetEvent action=1 launchLocation=predictions/hotseat
2024-08-13 16:14:27.411  1194-1194  SplitSelectStateCtor    com...le.android.apps.nexuslauncher  W  Missing session instanceIds
2024-08-13 16:14:27.411  1194-1194  StatsLog                com...le.android.apps.nexuslauncher  D  LAUNCHER_SPLIT_SELECTION_EXIT_INTERRUPTED
2024-08-13 16:14:27.415   861-897   WindowManagerShell      com.android.systemui                 D  setLauncherKeepClearAreaHeight: visible=false, height=527
2024-08-13 16:14:27.422   365-365   Zygote                  zygote64                             D  Forked child process 4550
2024-08-13 16:14:27.424  1194-1194  TopTaskTracker          com...le.android.apps.nexuslauncher  I  onTaskMovedToFront: (moved taskInfo to front) taskId=13, baseIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.example.testapp/.MainActivity }
2024-08-13 16:14:27.425   409-409   BpBinder                surfaceflinger                       I  onLastStrongRef automatically unlinking death recipients: 
2024-08-13 16:14:27.435   600-940   CoreBackPreview         system_server                        D  Window{499f01d u0 Splash Screen com.example.testapp}: Setting back callback OnBackInvokedCallbackInfo{mCallback=android.window.IOnBackInvokedCallback$Stub$Proxy@3929cdb, mPriority=0, mIsAnimationCallback=false}
2024-08-13 16:14:27.440  4550-4550  example.testapp         zygote64                             I  Late-enabling -Xcheck:jni
2024-08-13 16:14:27.440   600-662   ActivityManager         system_server                        I  Start proc 4550:com.example.testapp/u0a204 for next-top-activity {com.example.testapp/com.example.testapp.MainActivity}
2024-08-13 16:14:27.456  4550-4550  example.testapp         zygote64                             I  Using CollectorTypeCMC GC.
2024-08-13 16:14:27.457   861-1318  WindowManagerShell      com.android.systemui                 V  onTransitionReady(transaction=2576980379096)
2024-08-13 16:14:27.457   600-650   WindowManager           system_server                        V  Sent Transition (#30) createdAt=08-13 16:14:27.401 via request=TransitionRequestInfo { type = OPEN, triggerTask = TaskInfo{userId=0 taskId=13 displayId=0 isRunning=true baseIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.example.testapp/.MainActivity } baseActivity=ComponentInfo{com.example.testapp/com.example.testapp.MainActivity} topActivity=ComponentInfo{com.example.testapp/com.example.testapp.MainActivity} origActivity=null realActivity=ComponentInfo{com.example.testapp/com.example.testapp.MainActivity} numActivities=1 lastActiveTime=646275 supportsMultiWindow=true resizeMode=1 isResizeable=true minWidth=-1 minHeight=-1 defaultMinSize=220 token=WCT{RemoteToken{bbc7442 Task{554c8cf #13 type=standard A=10204:com.example.testapp}}} topActivityType=1 pictureInPictureParams=null shouldDockBigOverlays=false launchIntoPipHostTaskId=-1 lastParentTaskIdBeforePip=-1 displayCutoutSafeInsets=null topActivityInfo=ActivityInfo{7b5cc53 com.example.testapp.MainActivity} launchCookies=[android.os.BinderProxy@7db7990] positionInParent=Point(0, 0) parentTaskId=-1 isFocused=false isVisible=false isVisibleRequested=false isSleeping=false locusId=null displayAreaFeatureId=1 isTopActivityTransparent=false appCompatTaskInfo=AppCompatTaskInfo { topActivityInSizeCompat=false topActivityEligibleForLetterboxEducation= falseisLetterboxEducationEnabled= true isLetterboxDoubleTapEnabled= false topActivityEligibleForUserAspectRatioButton= false topActivityBoundsLetterboxed= false isFromLetterboxDoubleTap= false topActivityLetterboxVerticalPosition= -1 topActivityLetterboxHorizontalPosition= -1 topActivityLetterboxWidth=1080 topActivityLetterboxHeight=2400 isUserFullscreenOverrideEnabled=false isSystemFullscreenOverrideEnabled=false cameraCompatTaskInfo=CameraCompatTaskInfo { cameraCompatControlState=hidden freeformCameraCompatMode=inactive}}}, pipTask = null, remoteTransition = RemoteTransition { remoteTransition = android.window.IRemoteTransition$Stub$Proxy@cdcd289, appThread = android.app.IApplicationThread$Stub$Proxy@121928e, debugName = QuickstepLaunch }, displayChange = null, flags = 0, debugId = 30 }
2024-08-13 16:14:27.457   600-650   WindowManager           system_server                        V      startWCT=WindowContainerTransaction { changes = {} hops = [] errorCallbackToken=null taskFragmentOrganizer=null }
2024-08-13 16:14:27.457   600-650   WindowManager           system_server                        V      info={id=30 t=OPEN f=0x0 trk=0 r=[0@Point(0, 0)] c=[
                                                                                                            {WCT{RemoteToken{bbc7442 Task{554c8cf #13 type=standard A=10204:com.example.testapp}}} m=OPEN f=NONE leash=Surface(name=Task=13)/@0xfcce2b6 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0 taskParent=-1},
                                                                                                            {WCT{RemoteToken{337b495 Task{24cb250 #1 type=home}}} m=TO_BACK f=SHOW_WALLPAPER leash=Surface(name=Task=1)/@0x42b2596 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0 taskParent=-1}
                                                                                                        ]}
2024-08-13 16:14:27.457   861-897   WindowManagerShell      com.android.systemui                 V  onTransitionReady (#30) android.os.BinderProxy@1175de0: {id=30 t=OPEN f=0x0 trk=0 r=[0@Point(0, 0)] c=[{WCT{android.window.IWindowContainerToken$Stub$Proxy@ddfd6e6} m=OPEN f=NONE leash=Surface(name=Task=13)/@0x6958e4b sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0 taskParent=-1},{WCT{android.window.IWindowContainerToken$Stub$Proxy@7acc427} m=TO_BACK f=SHOW_WALLPAPER leash=Surface(name=Task=1)/@0x80aa028 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0 taskParent=-1}]}
2024-08-13 16:14:27.459   861-897   WindowManagerShell      com.android.systemui                 V  Playing animation for (#30) android.os.BinderProxy@1175de0@0
2024-08-13 16:14:27.462   861-897   WindowManagerShell      com.android.systemui                 V   try firstHandler com.android.wm.shell.transition.DefaultMixedHandler@2fae8b8
2024-08-13 16:14:27.462   861-897   WindowManagerShell      com.android.systemui                 V  Mixed transition for opening an intent with a remote transition and PIP #30
2024-08-13 16:14:27.462   861-897   WindowManagerShell      com.android.systemui                 V   Delegate animation for (#30) to RemoteTransition { remoteTransition = android.window.IRemoteTransition$Stub$Proxy@3c4780c, appThread = android.app.IApplicationThread$Stub$Proxy@c82f555, debugName = QuickstepLaunch }
2024-08-13 16:14:27.462   600-1682  UserManagerService      system_server                        W  Requested status bar icon for non-badged user 0
2024-08-13 16:14:27.463   861-897   WindowManagerShell      com.android.systemui                 V   animated by firstHandler
2024-08-13 16:14:27.465  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.465  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.478  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.478  4550-4550  nativeloader            zygote64                             D  Load libframework-connectivity-tiramisu-jni.so using APEX ns com_android_tethering for caller /apex/com.android.tethering/javalib/framework-connectivity-t.jar: ok
2024-08-13 16:14:27.480   416-444   adbd                    adbd                                 I  jdwp connection from 4550
2024-08-13 16:14:27.507  1194-1716  EGL_emulation           com...le.android.apps.nexuslauncher  D  app_time_stats: avg=1204.05ms min=0.58ms max=11928.72ms count=10
2024-08-13 16:14:27.525  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.542  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.543  4550-4550  CompatChangeReporter    zygote64                             D  Compat change id reported: 242716250; UID 10204; state: ENABLED
2024-08-13 16:14:27.546  4348-4348  Finsky                  com.android.vending                  I  [2] adjk.onStartJob(127): SCH: job service start with id 9624.
2024-08-13 16:14:27.553   403-504   audioserver             audioserver                          D  logFgsApiEnd: FGS Logger Transaction failed, -129
2024-08-13 16:14:27.559  4348-4425  Finsky                  com.android.vending                  I  [96] lod.a(272): SCH: Satisfied jobs for 9624 are: 12-1
2024-08-13 16:14:27.559  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.563  4348-4563  Finsky                  com.android.vending                  I  [124] aaka.accept(177): SCH: Job 12-1 starting
2024-08-13 16:14:27.565  4348-4348  Finsky                  com.android.vending                  I  [2] ContentSyncJob.h(9): [ContentSync] job started
2024-08-13 16:14:27.575  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.578  4550-4550  ziparchive              com.example.testapp                  W  Unable to open '/data/app/~~V8ET90od24xU4jXzXj1IwA==/com.example.testapp-A8Os7-Z7WSHfpHSRLXWDlA==/base.dm': No such file or directory
2024-08-13 16:14:27.578  4550-4550  ziparchive              com.example.testapp                  W  Unable to open '/data/app/~~V8ET90od24xU4jXzXj1IwA==/com.example.testapp-A8Os7-Z7WSHfpHSRLXWDlA==/base.dm': No such file or directory
2024-08-13 16:14:27.593  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.604  4348-4564  Finsky                  com.android.vending                  W  [125] adhw.j(28): SLM: no metadata property com.android.vending.derived.apk.id found for shared library com.google.android.trichromelibrary_636771932:
2024-08-13 16:14:27.604  4348-4564  Finsky                  com.android.vending                  W  [125] adhw.j(28): SLM: no metadata property com.android.vending.sdk.version.patch found for shared library com.google.android.trichromelibrary_636771932:
2024-08-13 16:14:27.605  4348-4564  Finsky                  com.android.vending                  W  [125] adhw.j(28): SLM: no metadata property com.android.vending.derived.apk.id found for shared library com.google.android.trichromelibrary_653310333:
2024-08-13 16:14:27.605  4348-4564  Finsky                  com.android.vending                  W  [125] adhw.j(28): SLM: no metadata property com.android.vending.sdk.version.patch found for shared library com.google.android.trichromelibrary_653310333:
2024-08-13 16:14:27.609  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.625  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.642  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.658  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.675  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.691  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.708  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.725  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.741  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.758  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.769   861-1054  EGL_emulation           com.android.systemui                 D  app_time_stats: avg=2496.07ms min=9.69ms max=12426.14ms count=5
2024-08-13 16:14:27.776  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.785  4348-4367  Finsky                  com.android.vending                  I  [52] luw.f(36): Completed 0 account content syncs with 0 successful.
2024-08-13 16:14:27.785  4348-4348  Finsky                  com.android.vending                  I  [2] ContentSyncJob.a(12): [ContentSync] Installation state replication succeeded.
2024-08-13 16:14:27.785  4348-4348  Finsky                  com.android.vending                  I  [2] adhx.q(79): SCH: jobFinished: 12-1. TimeElapsed: 222ms.
2024-08-13 16:14:27.791  4348-4386  Finsky                  com.android.vending                  I  [70] pvz.accept(74): SCH: Scheduling phonesky job Id: 1-1337, CT: 1723536091479, Constraints: [{ L: 35155938, D: 78355938, C: CHARGING_NONE, I: IDLE_NONE, N: NET_ANY }]
2024-08-13 16:14:27.791  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.799  4348-4373  Finsky                  com.android.vending                  I  [58] loe.apply(388): SCH: Scheduling 1 system job(s)
2024-08-13 16:14:27.800  4348-4373  Finsky                  com.android.vending                  I  [58] adhu.b(244): SCH: Scheduling system job Id: 9633, L: 16379618, D: 59579618, C: false, I: false, N: 1
2024-08-13 16:14:27.804  4348-4563  Finsky                  com.android.vending                  I  [124] adjk.a(24): SCH: job service finished with id 9624.
2024-08-13 16:14:27.808  3002-3002  Finsky:background       com.android.vending:background       I  [2] wlj.onTrimMemory(11): Memory trim requested to level 40
2024-08-13 16:14:27.809  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.819  4550-4550  nativeloader            com.example.testapp                  D  Configuring clns-7 for other apk /data/app/~~V8ET90od24xU4jXzXj1IwA==/com.example.testapp-A8Os7-Z7WSHfpHSRLXWDlA==/base.apk. target_sdk_version=34, uses_libraries=, library_path=/data/app/~~V8ET90od24xU4jXzXj1IwA==/com.example.testapp-A8Os7-Z7WSHfpHSRLXWDlA==/lib/arm64:/data/app/~~V8ET90od24xU4jXzXj1IwA==/com.example.testapp-A8Os7-Z7WSHfpHSRLXWDlA==/base.apk!/lib/arm64-v8a, permitted_path=/data:/mnt/expand:/data/user/0/com.example.testapp
2024-08-13 16:14:27.825  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.825  4348-4348  Finsky                  com.android.vending                  I  [2] wlj.onTrimMemory(11): Memory trim requested to level 40
2024-08-13 16:14:27.825  4348-4348  Finsky                  com.android.vending                  I  [2] aaly.accept(118): Flushing in-memory image cache
2024-08-13 16:14:27.836  4550-4550  GraphicsEnvironment     com.example.testapp                  V  Currently set values for:
2024-08-13 16:14:27.836  4550-4550  GraphicsEnvironment     com.example.testapp                  V    angle_gl_driver_selection_pkgs=[]
2024-08-13 16:14:27.836  4550-4550  GraphicsEnvironment     com.example.testapp                  V    angle_gl_driver_selection_values=[]
2024-08-13 16:14:27.836  4550-4550  GraphicsEnvironment     com.example.testapp                  V  Global.Settings values are invalid: number of packages: 0, number of values: 0
2024-08-13 16:14:27.836  4550-4550  GraphicsEnvironment     com.example.testapp                  V  Neither updatable production driver nor prerelease driver is supported.
2024-08-13 16:14:27.842  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.854   600-940   AppsFilter              system_server                        I  interaction: PackageSetting{6561518 com.example.testapp/10204} -> PackageSetting{5a47b71 com.google.android.apps.nexuslauncher/10167} BLOCKED
2024-08-13 16:14:27.855   600-940   OptProp                 system_server                        W  Cannot read opt property android.window.PROPERTY_COMPAT_ENABLE_FAKE_FOCUS
2024-08-13 16:14:27.858  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.876  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.891  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.902  4550-4550  MY_LOGS                 com.example.testapp                  D  Loading library jnidispatch
2024-08-13 16:14:27.908  4550-4550  nativeloader            com.example.testapp                  D  Load /data/app/~~V8ET90od24xU4jXzXj1IwA==/com.example.testapp-A8Os7-Z7WSHfpHSRLXWDlA==/base.apk!/lib/arm64-v8a/libjnidispatch.so using ns clns-7 from class loader (caller=/data/app/~~V8ET90od24xU4jXzXj1IwA==/com.example.testapp-A8Os7-Z7WSHfpHSRLXWDlA==/base.apk!classes4.dex): ok
2024-08-13 16:14:27.908  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.910  4550-4550  libc                    com.example.testapp                  A  Fatal signal 11 (SIGSEGV), code 2 (SEGV_ACCERR), fault addr 0x7f60e2df6590 in tid 4550 (example.testapp), pid 4550 (example.testapp)
2024-08-13 16:14:27.923  4573-4573  crash_dump64            crash_dump64                         E  failed to get the guest state header for thread 4550: Bad address
2024-08-13 16:14:27.924  4573-4573  crash_dump64            crash_dump64                         E  failed to get the guest state header for thread 4552: Bad address
2024-08-13 16:14:27.924  4573-4573  crash_dump64            crash_dump64                         E  failed to get the guest state header for thread 4553: Bad address
2024-08-13 16:14:27.924  4573-4573  crash_dump64            crash_dump64                         E  failed to get the guest state header for thread 4554: Bad address
2024-08-13 16:14:27.924  4573-4573  crash_dump64            crash_dump64                         E  failed to get the guest state header for thread 4555: Bad address
2024-08-13 16:14:27.925  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.925  4573-4573  crash_dump64            crash_dump64                         E  failed to get the guest state header for thread 4556: Bad address
2024-08-13 16:14:27.925  4573-4573  crash_dump64            crash_dump64                         E  failed to get the guest state header for thread 4557: Bad address
2024-08-13 16:14:27.925  4573-4573  crash_dump64            crash_dump64                         E  failed to get the guest state header for thread 4558: Bad address
2024-08-13 16:14:27.928  4573-4573  crash_dump64            crash_dump64                         E  failed to get the guest state header for thread 4559: Bad address
2024-08-13 16:14:27.929  4573-4573  crash_dump64            crash_dump64                         E  failed to get the guest state header for thread 4560: Bad address
2024-08-13 16:14:27.929  4573-4573  crash_dump64            crash_dump64                         E  failed to get the guest state header for thread 4561: Bad address
2024-08-13 16:14:27.929  4573-4573  crash_dump64            crash_dump64                         E  failed to get the guest state header for thread 4562: Bad address
2024-08-13 16:14:27.930  4573-4573  crash_dump64            crash_dump64                         E  failed to get the guest state header for thread 4567: Bad address
2024-08-13 16:14:27.930  4573-4573  crash_dump64            crash_dump64                         E  failed to get the guest state header for thread 4568: Bad address
2024-08-13 16:14:27.938  4573-4573  crash_dump64            crash_dump64                         I  obtaining output fd from tombstoned, type: kDebuggerdTombstoneProto
2024-08-13 16:14:27.940   207-207   tombstoned              tombstoned                           I  received crash request for pid 4550
2024-08-13 16:14:27.942  4573-4573  crash_dump64            crash_dump64                         I  performing dump of process 4550 (target tid = 4550)
2024-08-13 16:14:27.945  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.958  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.978  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.991  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:27.994  1194-1194  BaseDepthController     com...le.android.apps.nexuslauncher  D  mSurface is null and mCurrentBlur is: 0
2024-08-13 16:14:28.001   861-897   WindowManagerShell      com.android.systemui                 V  Transition animation finished (aborted=false), notifying core (#30) android.os.BinderProxy@1175de0@0
2024-08-13 16:14:28.005   600-650   WindowManager           system_server                        V  Finish Transition (#30): created at 08-13 16:14:27.401 collect-started=0.064ms request-sent=3.204ms started=9.88ms ready=54.423ms sent=55.157ms finished=602.438ms
2024-08-13 16:14:28.007   861-897   WindowManagerShell      com.android.systemui                 V  Track 0 became idle
2024-08-13 16:14:28.008   861-897   WindowManagerShell      com.android.systemui                 V  All active transition animations finished
2024-08-13 16:14:28.013   600-1771  UserManagerService      system_server                        W  Requested status bar icon for non-badged user 0
2024-08-13 16:14:28.015  1194-1194  VRI[NexusL...rActivity] com...le.android.apps.nexuslauncher  D  visibilityChanged oldVisibility=true newVisibility=false
2024-08-13 16:14:28.017   600-1771  UserManagerService      system_server                        W  Requested status bar icon for non-badged user 0
2024-08-13 16:14:28.025  1194-1194  NexusLaunc...elDelegate com...le.android.apps.nexuslauncher  D  notifySmartspaceEvent: SmartspaceTargetEvent{mSmartspaceTarget=null, mSmartspaceActionId='null', mEventType=7}
2024-08-13 16:14:28.264  4573-4573  DEBUG                   crash_dump64                         A  *** *** *** *** *** *** *** *** *** *** *** *** *** *** *** ***
2024-08-13 16:14:28.264  4573-4573  DEBUG                   crash_dump64                         A  Build fingerprint: 'google/sdk_gphone16k_arm64/emu64a16k:15/AP31.240617.003/12088229:user/dev-keys'
2024-08-13 16:14:28.264  4573-4573  DEBUG                   crash_dump64                         A  Revision: '0'
2024-08-13 16:14:28.264  4573-4573  DEBUG                   crash_dump64                         A  ABI: 'arm64'
2024-08-13 16:14:28.264  4573-4573  DEBUG                   crash_dump64                         A  Timestamp: 2024-08-13 16:14:27.947300565+0300
2024-08-13 16:14:28.264  4573-4573  DEBUG                   crash_dump64                         A  Process uptime: 1s
2024-08-13 16:14:28.264  4573-4573  DEBUG                   crash_dump64                         A  Page size: 16384 bytes
2024-08-13 16:14:28.264  4573-4573  DEBUG                   crash_dump64                         A  Cmdline: com.example.testapp
2024-08-13 16:14:28.264  4573-4573  DEBUG                   crash_dump64                         A  pid: 4550, tid: 4550, name: example.testapp  >>> com.example.testapp <<<
2024-08-13 16:14:28.264  4573-4573  DEBUG                   crash_dump64                         A  uid: 10204
2024-08-13 16:14:28.264  4573-4573  DEBUG                   crash_dump64                         A  tagged_addr_ctrl: 0000000000000001 (PR_TAGGED_ADDR_ENABLE)
2024-08-13 16:14:28.264  4573-4573  DEBUG                   crash_dump64                         A  pac_enabled_keys: 000000000000000f (PR_PAC_APIAKEY, PR_PAC_APIBKEY, PR_PAC_APDAKEY, PR_PAC_APDBKEY)
